-30.7973	564706846.8	44
26.7153	564706848.9	87
-4.86229	564706853.4	157
-42.1257	564706854.5	102
-35.4618	564706873.4	110
42.0874	564706879.3	109
46.8523	564706879.6	94
27.5793	564706887.9	109
-17.5697	564706893.3	48
5.97777	564706895.1	170
26.8398	564706903.1	80
-6.18124	564706908.6	113
-10.9034	564706908.7	61
-6.12921	564706914.1	121
13.9950	564706916.3	183
6.38193	564706916.8	155
41.2827	564706918.9	144
-11.6879	564706918.9	43
9.35504	564706920.0	151
-30.2990	564706921.5	78
-7.92000	564706924.6	91
-19.7966	564706929.9	62
-19.3698	564706933.0	116
30.6379	564706935.0	22
-19.6904	564706942.6	147
-8.27838	564706945.4	52
8.54519	564706951.8	49
50.1665	564706952.8	69
-43.2478	564706959.4	143
32.6438	564706960.8	59
40.9273	564706964.5	71
-42.6690	564706965.3	38
47.5807	564706965.7	165
20.4545	564706971.2	76
2.13856	564706973.7	123
54.5107	564706977.6	148
9.35139	564706982.6	93
44.2372	564706985.4	61
60.0573	564706994.4	134
51.2001	564706998.7	77
-8.29352	564707000.0	98
9.49146	564707011.3	96
-24.1125	564707013.6	116
17.6590	564707019.6	27
-8.04928	564707033.2	102
51.6559	564707036.9	44
2.31486	564707043.8	68
-49.4381	564707046.1	66
-2.34148	564707049.8	168
-7.38243	564707052.3	69
47.5800	564707064.7	83
14.3774	564707066.2	132
-18.6311	564707066.7	117
4.59741	564707067.8	82
-20.0304	564707074.1	98
31.8326	564707077.6	121
-24.5793	564707080.2	98
35.9347	564707085.5	34
-30.0447	564707085.7	124
6.17173	564707093.0	95
-5.14138	564707096.6	91
21.7067	564707097.7	76
8.50051	564707103.0	138
-3.10999	564707109.2	141
-39.4728	564707122.3	116
5.82248	564707125.7	74
-25.3080	564707126.2	106
-25.0423	564707147.5	86
-3.48541	564707148.5	136
57.8211	564707151.6	123
-2.62273	564707156.5	99
25.1200	564707159.6	65
-36.7520	564707163.4	50
9.93662	564707164.1	168
-17.8755	564707166.7	90
-5.04187	564707176.0	154
-13.8775	564707177.0	209
2.52629	564707177.8	92
49.7731	564707178.2	142
13.7692	564707185.5	167
1.76034	564707194.9	73
46.2998	564707201.4	92
-35.6744	564707209.0	98
14.4422	564707211.3	153
17.8307	564707211.7	178
-4.25110	564707213.0	134
7.00606	564707216.8	96
27.3526	564707221.9	22
-40.4387	564707223.2	163
-27.0876	564707223.9	82
20.5701	564707225.9	172
-46.8552	564707231.2	38
3.57547	564707232.8	57
25.3588	564707232.9	38
-45.0831	564707233.6	33
-10.9411	564707239.9	40
-2.65142	564707245.7	173
-41.4596	564707249.9	80
10.1398	564707255.4	100
22.0502	564707257.1	96
-15.2215	564707288.9	62
-2.38190	564707291.1	141
-14.1653	564707297.3	98
3.02778	564707303.6	246
-46.9413	564707304.0	46
6.10280	564707307.4	85
27.8925	564707309.6	58
-5.52115	564707316.4	111
38.7140	564707317.6	61
-14.8115	564707322.8	189
-40.7774	564707323.5	144
-35.5086	564707327.9	162
57.9766	564707335.3	151
-25.4459	564707339.5	76
8.56838	564707341.7	181
2.65967	564707355.0	157
13.0343	564707364.1	88
7.83228	564707364.1	105
-41.7053	564707365.9	119
-39.8919	564707371.7	101
48.0050	564707376.6	8
48.0456	564707379.4	35
-26.8658	564707383.1	18
50.2799	564707385.0	60
-7.90863	564707387.5	169
7.61969	564707388.8	96
53.1617	564707390.1	5
10.6712	564707393.9	147
53.6344	564707394.4	159
9.48181	564707396.5	148
5.57362	564707398.1	95
4.97965	564707398.8	48
8.08427	564707404.8	159
-13.3156	564707405.5	100
25.9391	564707405.5	63
15.7763	564707411.4	137
8.22514	564707414.2	80
14.0569	564707421.9	80
-42.0387	564707424.2	146
13.7588	564707427.1	191
-24.7317	564707427.8	62
8.78708	564707428.1	39
11.1519	564707429.1	64
-34.7222	564707430.7	125
-1.95187	564707440.9	123
-20.4052	564707445.3	159
13.7598	564707450.3	99
-1.89921	564707451.7	253
6.05420	564707453.4	86
-7.72923	564707453.4	131
-5.93628	564707455.9	145
7.81432	564707466.3	14
-6.60949	564707471.4	33
41.1020	564707473.2	82
2.56615	564707476.3	98
49.6667	564707483.3	81
-19.3467	564707484.8	137
7.75697	564707485.9	88
46.5685	564707490.7	93
6.34768	564707490.7	88
-12.2984	564707493.6	159
-2.32859	564707494.9	164
-8.26901	564707500.1	129
46.4180	564707505.9	125
-21.5327	564707515.4	21
-8.36493	564707515.9	186
7.29781	564707516.3	124
-3.34444	564707516.6	86
-5.40021	564707517.4	88
38.7683	564707521.6	160
9.76278	564707521.8	156
4.60692	564707522.8	99
46.8313	564707528.3	58
9.02896	564707533.9	210
16.6351	564707543.2	99
-47.3356	564707544.0	113
