38.7152	564632387.5	69
57.1236	564632393.6	139
-16.2503	564632394.2	146
-49.9970	564632397.9	83
-18.6960	564632400.7	192
10.6998	564632404.1	146
-12.5017	564632407.4	103
6.65350	564632407.9	140
34.6616	564632419.0	125
14.5897	564632424.6	93
38.0936	564632427.6	104
-5.54558	564632428.1	32
-17.7841	564632430.4	129
2.56630	564632430.6	90
22.7782	564632440.3	93
-44.5556	564632450.9	78
-34.1668	564632457.9	138
30.9133	564632459.5	90
24.1508	564632459.9	53
1.63929	564632461.3	79
29.5275	564632463.9	148
-46.2647	564632465.1	69
24.2861	564632466.1	156
2.39684	564632472.5	161
42.8526	564632473.0	63
14.5056	564632477.7	76
-2.14238	564632478.0	146
29.0297	564632479.0	136
57.7855	564632482.5	92
-23.5185	564632486.3	121
-26.2871	564632494.1	64
5.52729	564632495.2	149
-49.6786	564632500.6	74
33.8317	564632500.9	90
1.91044	564632509.7	112
-4.19622	564632515.7	163
-48.7808	564632523.9	75
-29.2873	564632524.0	92
59.9875	564632530.7	114
-22.7431	564632539.6	89
43.4057	564632545.0	98
55.3573	564632549.4	140
50.9305	564632550.2	69
30.1537	564632552.1	137
33.3854	564632553.4	155
14.7609	564632565.7	95
31.8480	564632569.1	88
5.52191	564632572.6	67
-16.7073	564632574.6	66
4.51267	564632574.9	101
23.0153	564632581.6	169
54.9355	564632582.6	145
-30.6386	564632585.1	82
-8.99691	564632585.3	148
-28.5870	564632590.6	144
21.6793	564632593.0	73
-3.72436	564632593.9	102
17.7354	564632596.0	141
-13.3352	564632600.8	91
-40.0508	564632608.3	52
-19.0203	564632612.3	81
-26.5187	564632614.6	70
7.09760	564632616.2	186
-6.71040	564632618.8	238
-14.1786	564632625.1	56
16.4270	564632627.4	121
26.6430	564632629.1	94
18.9239	564632630.9	70
21.9447	564632634.9	42
34.3354	564632638.4	103
36.5749	564632642.6	82
33.0282	564632647.6	60
-23.6944	564632651.3	42
51.7586	564632654.6	63
53.4708	564632656.9	89
7.59613	564632658.5	119
37.9130	564632661.5	89
15.0682	564632672.2	20
-6.80268	564632673.8	96
43.5146	564632684.9	152
14.2332	564632697.8	23
-46.9087	564632698.8	83
14.1657	564632704.5	52
-45.7903	564632704.9	132
-35.6351	564632705.1	37
-42.9767	564632705.1	107
4.41050	564632705.5	113
-7.74465	564632706.5	76
-48.4081	564632707.7	120
37.3818	564632710.0	41
-10.0390	564632715.4	217
58.3132	564632716.1	44
-37.1145	564632716.3	64
44.1650	564632716.9	8
50.6738	564632719.8	137
10.2959	564632725.7	87
-37.0900	564632725.7	25
29.0595	564632729.7	101
19.3840	564632733.4	95
43.9629	564632738.1	127
31.8866	564632739.9	55
14.4357	564632742.1	205
5.01443	564632745.6	129
3.50857	564632747.0	173
55.2451	564632749.0	57
27.0188	564632755.7	132
-43.4907	564632759.7	35
53.9360	564632775.9	77
25.7161	564632786.5	96
3.42218	564632788.3	117
-8.61522	564632790.3	62
-3.28351	564632809.9	72
-21.7114	564632812.5	104
32.4321	564632813.6	130
-38.5704	564632815.2	132
-16.7292	564632818.7	94
-6.80343	564632820.3	91
46.4072	564632829.1	161
30.1832	564632838.3	134
25.9831	564632841.5	72
-27.3438	564632843.7	60
-9.96398	564632844.0	138
-48.6172	564632848.3	69
40.5126	564632858.8	31
16.5014	564632859.9	16
-35.1833	564632863.8	131
-13.4207	564632866.6	52
-32.1523	564632872.4	107
-43.1682	564632873.5	66
35.3884	564632875.5	147
31.1418	564632877.1	22
-31.2201	564632882.4	169
2.34284	564632883.4	102
-19.2467	564632884.6	83
-2.17437	564632887.4	116
-37.5675	564632891.2	73
9.71189	564632891.8	146
12.0673	564632893.3	133
-4.12540	564632896.2	106
-19.0451	564632906.0	87
29.3175	564632906.7	71
41.1483	564632910.9	90
-47.6342	564632930.3	61
-46.1267	564632933.3	74
45.1613	564632934.3	85
-39.4680	564632936.0	108
53.6451	564632936.5	75
-1.92887	564632942.3	150
8.11303	564632943.4	54
-4.51848	564632949.3	89
49.8937	564632957.2	47
34.6405	564632963.9	147
62.0947	564632969.2	145
-9.37735	564632975.4	188
-42.1359	564632980.5	84
62.1729	564632981.7	102
34.7943	564632982.7	87
14.7254	564632993.6	83
-48.4641	564632995.6	72
-14.8789	564633000.4	67
30.6216	564633007.3	84
16.3944	564633015.1	127
